ID_HDC_G0,UC_NM_MN,STUDY_AREA_SCALE_FACTOR,NO_RUNS,NEED_CENTROID_CHECK,NEED_MAP_CHECK,DONE
141,Iguala,20,0,,,TRUE
142,Taxco,20,0,,,TRUE
143,Ciudad Ju†rez,20,0,,,TRUE
144,San Luis Potos°,20,0,,,TRUE
145,Sunland Park,160,0,,,TRUE
146,Toluca,20,0,,,TRUE
147,Las Cruces,20,0,,,TRUE
148,San Luis de la Paz,20,0,,,TRUE
149,Mountain View,160,0,,,TRUE
150,San Juan del R°o,40,0,,,TRUE
151,Capulhuac de Mirafuentes,40,0,,,TRUE
152,Xonacatl†n,1280,0,,,TRUE
153,Cuernavaca,20,0,,,TRUE
154,Mexico City,20,0,,,TRUE
155,Tlapa de Comonfort,20,0,,,TRUE
156,Cuautla,40,0,,,TRUE
157,Tula de Allende,640,0,,,TRUE
158,Colonia Santa Teresa,80,0,,,TRUE
159,Coyotepec,2560,0,,,TRUE
160,Victoria,20,0,,,TRUE
161,Huehuetoca,80,0,,,TRUE
162,Yakima,20,0,,,TRUE
163,Rioverde,40,0,,,TRUE
164,Zumpango,80,0,,,TRUE
165,Tepetlixpa,40,0,,,TRUE
166,Nampa,40,0,,,TRUE
167,Los Reyes Acozac,2560,0,,,TRUE
168,Chiconcuac,640,0,,,TRUE
169,Matehuala,20,0,,,TRUE
170,Tizayuca,2560,0,,,TRUE
171,Boise,20,0,,,TRUE
172,Atlixco,40,0,,,TRUE
173,Nanaimo,40,0,,,TRUE
174,Fraccionamientos del Sur,80,0,,,TRUE
175,Pachuca,20,0,,,TRUE
176,Texmelucan,40,0,,,TRUE
177,Puebla,40,0,,,TRUE
178,Saltillo,20,0,,,TRUE
179,Huajuapan,40,0,,,TRUE
180,Tlaxcala,320,0,,,TRUE
181,Zacatelco,640,0,,,TRUE
182,Kennewick,40,0,,,TRUE
183,Anchorage,20,0,,,TRUE
184,Ramos Arizpe,320,0,,,TRUE
185,Apizaco,2560,0,,,TRUE
186,Tulancingo,80,0,,,TRUE
187,Vancouver,20,0,,,TRUE
188,Monclova,20,0,,,TRUE
189,Ciudad Valles,20,0,,,TRUE
190,Bellingham,20,0,,,TRUE
191,Huamantla,20,0,,,TRUE
192,Provo,40,0,,,TRUE
193,Salt Lake City,40,0,,,TRUE
194,White Rock,20,0,,,TRUE
195,Huauchinango,20,0,,,TRUE
196,Albuquerque,20,0,,,TRUE
197,Tehuac†n,20,0,,,TRUE
198,Garc°a,20,0,,,TRUE
199,Langley,20,0,,,TRUE
200,Monterrey,20,0,,,TRUE
201,Ciudad Mante,20,0,,,TRUE
202,Oaxaca,40,0,,,TRUE
203,Bountiful,320,0,,,TRUE
204,Maple Ridge,20,0,,,TRUE
205,Abbotsford,20,0,,,TRUE
206,Ogden,160,0,,,TRUE
207,Orizaba,20,0,,,TRUE
208,Ciudad Victoria,20,0,,,TRUE
209,Cadereyta JimÇnez,20,0,,,TRUE
210,San Luis,20,0,,,TRUE
211,Teziutl†n,20,0,,,TRUE
212,General Zuazua,20,0,,,TRUE
213,Linares,20,0,,,TRUE
214,C¢rdoba,20,0,,,TRUE
215,Poza Rica,20,0,,,TRUE
216,Coatepec,20,0,,,TRUE
217,Papantla de Olarte,20,0,,,TRUE
218,Xalapa,20,0,,,TRUE
219,T£xpam,80,0,,,TRUE
220,Mart°nez de la Torre,40,0,,,TRUE
221,Tampico,40,0,,,TRUE
222,Altamira,320,0,,,TRUE
223,Tierra Blanca,20,0,,,TRUE
224,Tuxtepec,20,0,,,TRUE
225,Veracruz,20,0,,,TRUE
226,El Tejar,640,0,,,TRUE
227,Santo Domingo Tehuantepec,40,0,,,TRUE
228,Salina Cruz,80,0,,,TRUE
229,Grand Junction,20,0,,,TRUE
230,Ciudad Acu§a,40,0,,,TRUE
231,Piedras Negras,40,0,,,TRUE
232,Juchit†n,20,0,,,TRUE
233,Odessa,40,0,,,TRUE
234,Nuevo Laredo,20,0,,,TRUE
235,Midland,20,0,,,TRUE
236,San AndrÇs Tuxtla,20,0,,,TRUE
237,Reynosa,20,0,,,TRUE
238,Acayucan,20,0,,,TRUE
239,McAllen,40,0,,,TRUE
240,R°o Bravo,20,0,,,TRUE
241,Spokane,40,0,,,TRUE
242,Idaho Falls,20,0,,,TRUE
243,Minatitl†n,20,0,,,TRUE
244,Coatzacoalcos,20,0,,,TRUE
245,Matamoros,40,0,,,TRUE
246,Brownsville,20,0,,,TRUE
247,Lubbock,20,0,,,TRUE
248,San Angelo,20,0,,,TRUE
249,Tuxtla GutiÇrrez,20,0,,,TRUE
250,San Antonio,20,0,,,TRUE
251,C†rdenas,40,0,,,TRUE
252,Tapachula,20,0,,,TRUE
253,Corpus Christi,40,0,,,TRUE
254,San Crist¢bal,20,0,,,TRUE
255,Villahermosa,20,0,,,TRUE
256,Malacat†n,20,0,,,TRUE
257,Pueblo,20,0,,,TRUE
258,Tacan†,20,0,,,TRUE
259,Coatepeque,20,0,,,TRUE
260,Amarillo,20,0,,,TRUE
261,San Pedro SacatepÇquez [San Marcos],20,0,,,TRUE
262,Comit†n,20,0,,,TRUE
263,Retalhuleu,40,0,,,TRUE
264,Abilene,20,0,,,TRUE
265,Colorado Springs,20,0,,,TRUE
266,Ostuncalco,1280,0,,,TRUE
267,Mazatenango,20,0,,,TRUE
268,Quetzaltenango,160,0,,,TRUE
269,Totonicap†n,640,0,,,TRUE
270,Momostenango,20,0,,,TRUE
271,Huehuetenango,20,0,,,TRUE
272,Denver,20,0,,,TRUE
273,Austin,20,0,,,TRUE
274,Aguacat†n,20,0,,,TRUE
275,Panajachel [Solol†],80,0,,,TRUE
276,Santa Luc°a Cotzumalguapa,20,0,,,TRUE
277,Boulder,20,0,,,TRUE
278,Santa Cruz del QuichÇ,20,0,,,TRUE
279,Chichicastenango,20,0,,,TRUE
280,Santa Cruz Barillas,20,0,,,TRUE
281,Santa Mar°a Nebaj,20,0,,,TRUE
282,Escuintla,20,0,,,TRUE
283,Chimaltenango,20,0,,,TRUE
284,Longmont,20,0,,,TRUE
285,Ciudad Vieja [Antigua Guatemala],80,0,,,TRUE
286,Joyabaj,20,0,,,TRUE
287,Uspant†n,20,0,,,TRUE
288,Guatemala City,20,0,,,TRUE
289,Killeen,20,0,,,TRUE
290,Ciudad del Carmen,20,0,,,TRUE
291,San Juan SacatepÇquez,40,0,,,TRUE
292,Loveland,80,0,,,TRUE
293,Cubulco,20,0,,,TRUE
294,San JosÇ Pinula,640,0,,,TRUE
295,Fort Collins,40,0,,,TRUE
296,Playa Grande Ixc†n,20,0,,,TRUE
297,La Leyenda,20,0,,,TRUE
298,San Cristobal Verapaz,20,0,,,TRUE
299,Greeley,20,0,,,TRUE
300,Salam†,40,0,,,TRUE
301,Cob†n,20,0,,,TRUE
302,San Juan Chamelco,20,0,,,TRUE
303,San Pedro Carch†,20,0,,,TRUE
304,Purulh†,20,0,,,TRUE
305,Ahuachapan,20,0,,,TRUE
306,Jalapa,20,0,,,TRUE
307,Jutiapa,20,0,,,TRUE
308,Sonsonate,20,0,,,TRUE
309,Waco,20,0,,,TRUE
310,Chalchuapa,20,0,,,TRUE
311,Santa Ana,20,0,,,TRUE
312,Cheyenne,20,0,,,TRUE
313,SayaxchÇ,20,0,,,TRUE
314,Wichita Falls,20,0,,,TRUE
315,Houston,20,0,,,TRUE
316,Lourdes,20,0,,,TRUE
317,Senah£,20,0,,,TRUE
318,College Station,20,0,,,TRUE
319,Fray BartolomÇ de las Casas,20,0,,,TRUE
320,Santa Mar°a Cahab¢n,20,0,,,TRUE
321,San Salvador,20,0,,,TRUE
322,Chiquimula,20,0,,,TRUE
323,Dallas,20,0,,,TRUE
324,Jocotan,20,0,,,TRUE
325,Flores,20,0,,,TRUE
326,San Juan Nonualco [Zacatecoluca],20,0,,,TRUE
327,El Estor,20,0,,,TRUE
328,Lawton,20,0,,,TRUE
329,Campeche,20,0,,,TRUE
330,Popt£n,20,0,,,TRUE
331,Atascocita,20,0,,,TRUE
332,Kingwood,20,0,,,TRUE
333,Denton,20,0,,,TRUE
334,Usulut†n,20,0,,,TRUE
335,Santa Rosa,20,0,,,TRUE
336,Morales,20,0,,,TRUE
337,Billings,40,0,,,TRUE
338,San Miguel,20,0,,,TRUE
339,Sachse,640,0,,,TRUE
340,Puerto Barrios,40,0,,,TRUE
341,Barrio El Centro,20,0,,,TRUE
342,Beaumont,20,0,,,TRUE
343,Siguatepeque,80,0,,,TRUE
344,Port Arthur,20,0,,,TRUE
345,San Pedro Sula,20,0,,,TRUE
346,Villanueva,40,0,,,TRUE
347,Norman,20,0,,,TRUE
348,Lethbridge,20,0,,,TRUE
349,Oklahoma City,20,0,,,TRUE
350,MÇrida,20,0,,,TRUE
351,Comayagua,20,0,,,TRUE
352,Puerto CortÇs,80,0,,,TRUE
353,El Progreso,20,0,,,TRUE
354,El Viejo,20,0,,,TRUE
355,Chinandega,20,0,,,TRUE
356,Edmond,160,0,,,TRUE
357,Choluteca,20,0,,,TRUE
358,Belize City,20,0,,,TRUE
359,Tegucigalpa,20,0,,,TRUE
360,Le¢n,20,0,,,TRUE
361,Midnapore,80,0,,,TRUE
362,Calgary,20,0,,,TRUE
363,Chetumal,20,0,,,TRUE
364,Longview,20,0,,,TRUE
365,Aurora Business Park,160,0,,,TRUE
366,Lake Charles,20,0,,,TRUE
367,Managua,20,0,,,TRUE
368,Jinotepe,40,0,,,TRUE
369,Danli,20,0,,,TRUE
370,Esteli,20,0,,,TRUE
371,Masaya,20,0,,,TRUE
372,Tipitapa,20,0,,,TRUE
373,La Ceiba,40,0,,,TRUE
374,Granada,20,0,,,TRUE
375,Valladolid,20,0,,,TRUE
376,Jinotega,20,0,,,TRUE
377,Matagalpa,20,0,,,TRUE
378,Juticalpa,40,0,,,TRUE
379,Shreveport,20,0,,,TRUE
380,La Dalia,20,0,,,TRUE
381,Wiwil°,20,0,,,TRUE
382,Meadowview,160,0,,,TRUE
383,Wichita,20,0,,,TRUE
384,Juigalpa,20,0,,,TRUE
385,Tulsa,20,0,,,TRUE
386,Lafayette,20,0,,,TRUE
387,Barranca,80,0,,,TRUE
388,Waslala,20,0,,,TRUE
389,Red Deer,20,0,,,TRUE
390,Playa del Carmen,20,0,,,TRUE
391,San Miguel de Cozumel,20,0,,,TRUE
392,San JosÇ,20,0,,,TRUE
393,Siuna,20,0,,,TRUE
394,Canc£n,20,0,,,TRUE
395,Fort Smith,20,0,,,TRUE
396,Houma,40,0,,,TRUE
397,Baton Rouge,80,0,,,TRUE
398,Cartago,20,0,,,TRUE
399,Bluefields,20,0,,,TRUE
400,New Orleans,20,0,,,TRUE
401,Springdale,40,0,,,TRUE
402,Rogers,40,0,,,TRUE
403,Edmonton,20,0,,,TRUE
404,David,40,0,,,TRUE
405,Topeka,20,0,,,TRUE
406,Bilwi (Puerto Cabezas),20,0,,,TRUE
407,Little Rock,40,0,,,TRUE
408,Lawrence,20,0,,,TRUE
409,Lincoln,20,0,,,TRUE
410,Biloxi,160,0,,,TRUE
411,Kansas City,20,0,,,TRUE
412,Talara,20,0,,,TRUE
413,Springfield,20,0,,,TRUE
414,Santa Elena,40,0,,,TRUE
415,Paita,20,0,,,TRUE
416,Manta,40,0,,,TRUE
417,Omaha,20,0,,,TRUE
418,Sullana,20,0,,,TRUE
419,San AndrÇs,20,0,,,TRUE
420,Portoviejo,40,0,,,TRUE
421,Piura,20,0,,,TRUE
422,Tumbes,20,0,,,TRUE
423,Mobile,40,0,,,TRUE
424,Zarumilla,20,0,,,TRUE
425,Tambogrande,20,0,,,TRUE
426,Chone,20,0,,,TRUE
427,Guayaquil,20,0,,,TRUE
428,Chulucanas,20,0,,,TRUE
429,Daule,20,0,,,TRUE
430,Machala,20,0,,,TRUE
431,Balzar,20,0,,,TRUE
432,Sioux City,20,0,,,TRUE
433,Pinar del Rio,20,0,,,TRUE
434,Vinces,20,0,,,TRUE
435,Pasaje,20,0,,,TRUE
436,Pensacola,20,0,,,TRUE
437,Esmeraldas,20,0,,,TRUE
438,El Empalme,20,0,,,TRUE
439,Bismarck,20,0,,,TRUE
440,Milagro,20,0,,,TRUE
441,Lambayeque,40,0,,,TRUE
442,Chiclayo,20,0,,,TRUE
443,Memphis,40,0,,,TRUE
444,Babahoyo,20,0,,,TRUE
445,El Carmen,20,0,,,TRUE
446,San Jacinto de Buena Fe,20,0,,,TRUE
447,Quevedo,20,0,,,TRUE
448,Bartlett,80,0,,,TRUE
449,Sioux Falls,20,0,,,TRUE
450,Navarre,20,0,,,TRUE
451,Col¢n,80,0,,,TRUE
452,La Chorrera,40,0,,,TRUE
453,Cant¢n Santo Domingo de los Tsachilas,20,0,,,TRUE
454,Nuevo Arraij†n,80,0,,,TRUE
455,City of Loja,20,0,,,TRUE
456,Cuenca,40,0,,,TRUE
457,Regina,20,0,,,TRUE
458,Panama City,20,0,,,TRUE
459,Guaranda,20,0,,,TRUE
460,Sector 3,20,0,,,TRUE
461,Tumaco,20,0,,,TRUE
462,Saskatoon,20,0,,,TRUE
463,Riobamba,20,0,,,TRUE
464,Ambato,40,0,,,TRUE
465,Latacunga,40,0,,,TRUE
466,Trujillo,20,0,,,TRUE
467,Quito,20,0,,,TRUE
468,JaÇn,20,0,,,TRUE
469,Panama City,20,0,,,TRUE
470,Cutervo,20,0,,,TRUE
471,Tuscaloosa,20,0,,,TRUE
472,Tumbaco,640,0,,,TRUE
473,Havana,20,0,,,TRUE
474,Des Moines,20,0,,,TRUE
475,Otavalo,40,0,,,TRUE
476,Managua,20,0,,,TRUE
477,Bambamarca,20,0,,,TRUE
478,Cajamarca,20,0,,,TRUE
479,Ibarra,80,0,,,TRUE
480,Chimbote,20,0,,,TRUE
481,Ames,20,0,,,TRUE
482,Montgomery,20,0,,,TRUE
483,O?Fallon,160,0,,,TRUE
484,Chesterfield,320,0,,,TRUE
485,Tulc†n,20,0,,,TRUE
486,Birmingham,80,0,,,TRUE
487,St. Louis,40,0,,,TRUE
488,Ipiales,20,0,,,TRUE
489,Huamachuco,20,0,,,TRUE
490,Matanzas,40,0,,,TRUE
491,Belleville,1280,0,,,TRUE
492,Pasto,20,0,,,TRUE
493,Tallahassee,40,0,,,TRUE
494,Barranca,20,0,,,TRUE
495,La Hormiga,20,0,,,TRUE
496,Nueva Loja,80,0,,,TRUE
497,El esfuerzo,20,0,,,TRUE
498,Huaraz,20,0,,,TRUE
499,Orito,20,0,,,TRUE
500,Bradenton,40,0,,,TRUE
501,Tampa,40,0,,,TRUE
502,Huntsville,40,0,,,TRUE
503,Cienfuegos,20,0,,,TRUE
504,Huacho,20,0,,,TRUE
505,Moyobamba,20,0,,,TRUE
506,Popay†n,20,0,,,TRUE
507,Cape Coral,160,0,,,TRUE
508,Naples,640,0,,,TRUE
509,Columbus,20,0,,,TRUE
510,Fargo,20,0,,,TRUE
511,Puerto As°s,20,0,,,TRUE
512,Cali,20,0,,,TRUE
513,Waterloo,20,0,,,TRUE
514,Jamund°,20,0,,,TRUE
515,Quibd¢,20,0,,,TRUE
516,Santander de Quilichao,20,0,,,TRUE
517,Iowa City,20,0,,,TRUE
518,Cedar Rapids,20,0,,,TRUE
519,Spring Hill,20,0,,,TRUE
520,Turbo,20,0,,,TRUE
521,Chigorod¢,20,0,,,TRUE
522,Huaral,20,0,,,TRUE
523,Santa Clara,20,0,,,TRUE
524,Palmira,20,0,,,TRUE
525,Springfield,20,0,,,TRUE
526,Buga,20,0,,,TRUE
527,Apartad¢,20,0,,,TRUE
528,Lima,20,0,,,TRUE
529,,20,0,,,
530,Nashville,40,0,,,TRUE
531,Tulu†,20,0,,,TRUE
532,Tarapoto,20,0,,,TRUE
533,Pitalito,20,0,,,TRUE
534,Lakeland,40,0,,,TRUE
535,Murfreesboro,20,0,,,TRUE
536,Yurimaguas,20,0,,,TRUE
537,Sancti Spiritus,20,0,,,TRUE
538,La Plata,20,0,,,TRUE
539,Pampa Limay,2560,0,,,TRUE
540,Cartago,20,0,,,TRUE
541,Davenport,20,0,,,TRUE
542,Pereira,20,0,,,TRUE
543,Garz¢n,20,0,,,TRUE
544,Florencia,20,0,,,TRUE
545,Evansville,20,0,,,TRUE
546,Tierralta,20,0,,,TRUE
547,Armenia,20,0,,,TRUE
548,Homestead,2560,0,,,TRUE
549,Hu†nuco,40,0,,,TRUE
550,Peoria,20,0,,,TRUE
551,Saint Cloud,20,0,,,TRUE
552,Calarc†,20,0,,,TRUE
553,Eagan,160,0,,,TRUE
554,Minneapolis [Saint Paul],20,0,,,TRUE
555,Santa Rosa de Cabal,20,0,,,TRUE
556,Miami,20,0,,,TRUE
557,Montego Bay,40,0,,,TRUE
558,Cerro de Pasco,20,0,,,TRUE
559,Atlanta,20,0,,,TRUE
560,Tingo Mar°a,20,0,,,TRUE
561,Medell°n,20,0,,,TRUE
562,Caldas,20,0,,,TRUE
563,Monter°a,20,0,,,TRUE
564,Rochester,20,0,,,TRUE
565,Manizales,20,0,,,TRUE
566,Owensboro,20,0,,,TRUE
567,Kennesaw,640,0,,,TRUE
568,Orlando,20,0,,,TRUE
569,Ciego de ?vila,20,0,,,TRUE
570,Neiva,20,0,,,TRUE
571,CeretÇ,40,0,,,TRUE
572,Lorica,20,0,,,TRUE
573,Mandeville,40,0,,,TRUE
574,Rionegro,20,0,,,TRUE
575,IbaguÇ,20,0,,,TRUE
576,Bloomington,20,0,,,TRUE
577,Roswell,320,0,,,TRUE
578,Dubuque,20,0,,,TRUE
579,Planeta Rica,20,0,,,TRUE
580,Sanford,640,0,,,TRUE
581,Montel°bano,20,0,,,TRUE
582,May Pen,160,0,,,TRUE
583,Deltona,20,0,,,TRUE
584,Sahag£n,20,0,,,TRUE
585,Chincha Alta,20,0,,,TRUE
586,Cartagena,20,0,,,TRUE
587,Sincelejo,20,0,,,TRUE
588,Champaign,20,0,,,TRUE
589,Espinal,20,0,,,TRUE
590,Orange Park,320,0,,,TRUE
591,Port St. Lucie,160,0,,,TRUE
592,Caucasia,20,0,,,TRUE
593,San Vicente del Cagu†n,20,0,,,TRUE
594,Palm Bay,40,0,,,TRUE
595,Jacksonville,20,0,,,TRUE
596,Stuart,80,0,,,TRUE
597,Morroa,20,0,,,TRUE
598,Girardot,40,0,,,TRUE
599,Turbaco,20,0,,,TRUE
600,Kingston,20,0,,,TRUE
601,Cocoa,20,0,,,TRUE
602,San Marcos,20,0,,,TRUE
603,Arjona,20,0,,,TRUE
604,CamagÅey,20,0,,,TRUE
605,Palm Coast,40,0,,,TRUE
606,Daytona Beach,20,0,,,TRUE
607,La Crosse,40,0,,,TRUE
608,El Carmen de Bol°var,20,0,,,TRUE
609,La Dorada,20,0,,,TRUE
610,Jacksonville Beach,320,0,,,TRUE
611,Puerto Boyac†,20,0,,,TRUE
612,Ica,20,0,,,TRUE
613,Los Baldeon,20,0,,,TRUE
614,Parcona,20,0,,,TRUE
615,Fusagasug†,20,0,,,TRUE
616,Huancayo,20,0,,,TRUE
617,Facatativ†,20,0,,,TRUE
618,MaganguÇ,20,0,,,TRUE
619,Manzanillo,20,0,,,TRUE
620,Sabanalarga,20,0,,,TRUE
621,Bogota,20,0,,,TRUE
622,Pucallpa,20,0,,,TRUE
623,Pichanaki,20,0,,,TRUE
624,Louisville,20,0,,,TRUE
625,Winnipeg,20,0,,,TRUE
626,Barranquilla,20,0,,,TRUE
627,Bloomington,20,0,,,TRUE
628,Rockford,40,0,,,TRUE
629,Ch°a,40,0,,,TRUE
630,Nuevitas,20,0,,,TRUE
631,Zipaquir†,20,0,,,TRUE
632,Las Tunas,20,0,,,TRUE
633,Tiquisio,20,0,,,TRUE
634,Chicago,20,0,,,TRUE
635,Joliet,640,0,,,TRUE
636,Kankakee,20,0,,,TRUE
637,Madison,20,0,,,TRUE
638,Manuela,20,0,,,TRUE
639,Bayamo,20,0,,,TRUE
640,Knoxville,80,0,,,TRUE
641,Granada,20,0,,,TRUE
642,Chiquinquir†,20,0,,,TRUE
643,Janesville,20,0,,,TRUE
644,Batavia,1280,0,,,TRUE
645,Barrancabermeja,20,0,,,TRUE
646,Villavicencio,20,0,,,TRUE
647,CiÇnaga,20,0,,,TRUE
648,Elgin,1280,0,,,TRUE
649,Fundaci¢n,20,0,,,TRUE
650,Lafayette,20,0,,,TRUE
651,Indianapolis,20,0,,,TRUE
652,Algonquin,1280,0,,,TRUE
653,Playa Blanca,160,0,,,TRUE
654,Santa Marta,20,0,,,TRUE
655,Contramaestre,20,0,,,TRUE
656,Savannah,20,0,,,TRUE
657,12 de Diciembre,20,0,,,TRUE
658,Holgu°n,20,0,,,TRUE
659,Tunja,20,0,,,TRUE
660,Aguachica,20,0,,,TRUE
661,Palma Soriano,20,0,,,TRUE
662,Waukegan,320,0,,,TRUE
663,Ayacucho,20,0,,,TRUE
664,Santiago de Cuba,20,0,,,TRUE
665,Lexington,20,0,,,TRUE
666,Atalaya,20,0,,,TRUE
667,Oca§a,20,0,,,TRUE
668,Duluth,20,0,,,TRUE
669,Nassau,40,0,,,TRUE
670,Bucaramanga,20,0,,,TRUE
671,Duitama,20,0,,,TRUE
672,Piedecuesta,20,0,,,TRUE
673,Sogamoso,80,0,,,TRUE
674,Kenosha,20,0,,,TRUE
675,Milwaukee,20,0,,,TRUE
676,San JosÇ del Guaviare,20,0,,,TRUE
677,Racine,20,0,,,TRUE
678,Valledupar,20,0,,,TRUE
679,Florence,320,0,,,TRUE
680,Guantanamo,20,0,,,TRUE
681,Cincinnati,20,0,,,TRUE
682,Cruzeiro do Sul,40,0,,,TRUE
683,Pamplona,20,0,,,TRUE
684,Muncie,20,0,,,TRUE
685,North College Hill,160,0,,,TRUE
686,Columbia,40,0,,,TRUE
687,Yopal,20,0,,,TRUE
688,Oshkosh,20,0,,,TRUE
689,C£cuta,20,0,,,TRUE
690,Andahuaylas,80,0,,,TRUE
691,Villa del Rosario,80,0,,,TRUE
692,Riohacha,20,0,,,TRUE
693,South Bend,80,0,,,TRUE
694,Appleton,20,0,,,TRUE
695,Rubio,20,0,,,TRUE
696,Machiques,20,0,,,TRUE
697,San Crist¢bal,20,0,,,TRUE
