ID_HDC_G0,UC_NM_MN,STUDY_AREA_SCALE_FACTOR,NO_RUNS,NEED_CENTROID_CHECK,NEED_MAP_CHECK,DONE
107,Arandas,20,0,,,
108,La Piedad de Cabadas,20,0,,,
109,San Juan de los Lagos,20,0,,,
110,P†tzcuaro,20,0,,,
111,Chihuahua,20,0,,,
112,Aguascalientes,20,0,,,
113,Fresnillo,20,0,,,
114,San Francisco del Rinc¢n,20,0,,,
115,Zacatecas,20,0,,,
116,Morelia,20,0,,,
117,Delicias,20,0,,,
118,Lagos de Moreno,20,0,,,
119,Le¢n,20,0,,,
120,Uriangato,20,0,,,
121,Irapuato,20,0,,,
122,Acapulco,20,0,,,
123,Silao,20,0,,,
124,Valle de Santiago,20,0,,,
125,Salamanca,20,0,,,
126,Torreon,20,0,,,
127,Guanajuato,20,0,,,
128,Cortazar,20,0,,,
129,Ac†mbaro,20,0,,,
130,Matamoros,20,0,,,
131,Ciudad Hidalgo,20,0,,,
132,Celaya,20,0,,,
133,Olympia,20,0,,,
134,Zit†cuaro,20,0,,,
135,Dolores Hidalgo,20,0,,,
136,Chilpancingo,20,0,,,
137,San Miguel de Allende,20,0,,,
138,San Pedro de las Colonias,20,0,,,
139,QuerÇtaro,20,0,,,
140,Seattle,20,0,,,
141,Iguala,20,0,,,
142,Taxco,20,0,,,
143,Ciudad Ju†rez,20,0,,,
144,San Luis Potos°,20,0,,,
145,Sunland Park,160,0,,,
146,Toluca,20,0,,,
147,Las Cruces,20,0,,,
148,San Luis de la Paz,20,0,,,
149,Mountain View,160,0,,,
150,San Juan del R°o,20,0,,,
151,Capulhuac de Mirafuentes,20,0,,,
152,Xonacatl†n,20,0,,,
153,Cuernavaca,20,0,,,
154,Mexico City,20,0,,,
155,Tlapa de Comonfort,20,0,,,
156,Cuautla,20,0,,,
157,Tula de Allende,160,0,,,
158,Colonia Santa Teresa,20,0,,,
159,Coyotepec,2560,0,,,
160,Victoria,20,0,,,
161,Huehuetoca,20,0,,,
162,Yakima,20,0,,,
163,Rioverde,20,0,,,
164,Zumpango,80,0,,,
165,Tepetlixpa,40,0,,,
166,Nampa,40,0,,,
167,Los Reyes Acozac,20,0,,,
168,Chiconcuac,640,0,,,
169,Matehuala,20,0,,,
170,Tizayuca,20,0,,,
171,Boise,20,0,,,
172,Atlixco,20,0,,,
173,Nanaimo,40,0,,,
174,Fraccionamientos del Sur,80,0,,,
175,Pachuca,20,0,,,
176,Texmelucan,40,0,,,
177,Puebla,20,0,,,
178,Saltillo,20,0,,,
179,Huajuapan,20,0,,,
180,Tlaxcala,320,0,,,
181,Zacatelco,320,0,,,
182,Kennewick,20,0,,,
183,Anchorage,20,0,,,
184,Ramos Arizpe,20,0,,,
185,Apizaco,20,0,,,
186,Tulancingo,80,0,,,
187,Vancouver,20,0,,,
188,Monclova,20,0,,,
189,Ciudad Valles,20,0,,,
190,Bellingham,20,0,,,
191,Huamantla,20,0,,,
192,Provo,20,0,,,
193,Salt Lake City,40,0,,,
194,White Rock,20,0,,,
195,Huauchinango,20,0,,,
196,Albuquerque,20,0,,,
197,Tehuac†n,20,0,,,
198,Garc°a,20,0,,,
199,Langley,20,0,,,
200,Monterrey,20,0,,,
201,Ciudad Mante,20,0,,,
202,Oaxaca,20,0,,,
203,Bountiful,320,0,,,
204,Maple Ridge,20,0,,,
205,Abbotsford,20,0,,,
206,Ogden,160,0,,,
207,Orizaba,20,0,,,
208,Ciudad Victoria,20,0,,,
209,Cadereyta JimÇnez,20,0,,,
210,San Luis,20,0,,,
211,Teziutl†n,20,0,,,
212,General Zuazua,20,0,,,
213,Linares,20,0,,,
214,C¢rdoba,20,0,,,
215,Poza Rica,20,0,,,
216,Coatepec,20,0,,,
217,Papantla de Olarte,20,0,,,
218,Xalapa,20,0,,,
219,T£xpam,20,0,,,
220,Mart°nez de la Torre,40,0,,,
221,Tampico,20,0,,,
222,Altamira,20,0,,,
223,Tierra Blanca,20,0,,,
224,Tuxtepec,20,0,,,
225,Veracruz,20,0,,,
226,El Tejar,20,0,,,
227,Santo Domingo Tehuantepec,20,0,,,
228,Salina Cruz,20,0,,,
229,Grand Junction,20,0,,,
230,Ciudad Acu§a,20,0,,,
231,Piedras Negras,40,0,,,
232,Juchit†n,20,0,,,
233,Odessa,40,0,,,
234,Nuevo Laredo,20,0,,,
235,Midland,20,0,,,
236,San AndrÇs Tuxtla,20,0,,,
237,Reynosa,20,0,,,
238,Acayucan,20,0,,,
239,McAllen,20,0,,,
240,R°o Bravo,20,0,,,
241,Spokane,20,0,,,
242,Idaho Falls,20,0,,,
243,Minatitl†n,20,0,,,
244,Coatzacoalcos,20,0,,,
245,Matamoros,20,0,,,
246,Brownsville,20,0,,,
247,Lubbock,20,0,,,
248,San Angelo,20,0,,,
249,Tuxtla GutiÇrrez,20,0,,,
250,San Antonio,20,0,,,
251,C†rdenas,20,0,,,
252,Tapachula,20,0,,,
253,Corpus Christi,20,0,,,
254,San Crist¢bal,20,0,,,
255,Villahermosa,20,0,,,
256,Malacat†n,20,0,,,
257,Pueblo,20,0,,,
258,Tacan†,20,0,,,
259,Coatepeque,20,0,,,
260,Amarillo,20,0,,,
261,San Pedro SacatepÇquez [San Marcos],20,0,,,
262,Comit†n,20,0,,,
263,Retalhuleu,20,0,,,
264,Abilene,20,0,,,
265,Colorado Springs,20,0,,,
266,Ostuncalco,640,0,,,
267,Mazatenango,20,0,,,
268,Quetzaltenango,80,0,,,
269,Totonicap†n,40,0,,,
270,Momostenango,20,0,,,
271,Huehuetenango,20,0,,,
272,Denver,20,0,,,
273,Austin,20,0,,,
274,Aguacat†n,20,0,,,
275,Panajachel [Solol†],40,0,,,
276,Santa Luc°a Cotzumalguapa,20,0,,,
277,Boulder,20,0,,,
278,Santa Cruz del QuichÇ,20,0,,,
279,Chichicastenango,20,0,,,
280,Santa Cruz Barillas,20,0,,,
281,Santa Mar°a Nebaj,20,0,,,
282,Escuintla,20,0,,,
283,Chimaltenango,20,0,,,
284,Longmont,20,0,,,
285,Ciudad Vieja [Antigua Guatemala],20,0,,,
286,Joyabaj,20,0,,,
287,Uspant†n,20,0,,,
288,Guatemala City,20,0,,,
289,Killeen,20,0,,,
290,Ciudad del Carmen,20,0,,,
291,San Juan SacatepÇquez,20,0,,,
292,Loveland,20,0,,,
293,Cubulco,20,0,,,
294,San JosÇ Pinula,320,0,,,
295,Fort Collins,20,0,,,
296,Playa Grande Ixc†n,20,0,,,
297,La Leyenda,20,0,,,
298,San Cristobal Verapaz,20,0,,,
299,Greeley,20,0,,,
300,Salam†,20,0,,,
301,Cob†n,20,0,,,
302,San Juan Chamelco,20,0,,,
303,San Pedro Carch†,20,0,,,
304,Purulh†,20,0,,,
305,Ahuachapan,20,0,,,
306,Jalapa,20,0,,,
307,Jutiapa,20,0,,,
308,Sonsonate,20,0,,,
309,Waco,20,0,,,
310,Chalchuapa,20,0,,,
311,Santa Ana,20,0,,,
312,Cheyenne,20,0,,,
313,SayaxchÇ,20,0,,,
314,Wichita Falls,20,0,,,
315,Houston,20,0,,,
316,Lourdes,20,0,,,
317,Senah£,20,0,,,
318,College Station,20,0,,,
319,Fray BartolomÇ de las Casas,20,0,,,
320,Santa Mar°a Cahab¢n,20,0,,,
321,San Salvador,20,0,,,
322,Chiquimula,20,0,,,
323,Dallas,20,0,,,
324,Jocotan,20,0,,,
325,Flores,20,0,,,
326,San Juan Nonualco [Zacatecoluca],20,0,,,
327,El Estor,20,0,,,
328,Lawton,20,0,,,
329,Campeche,20,0,,,
330,Popt£n,20,0,,,
331,Atascocita,20,0,,,
332,Kingwood,20,0,,,
333,Denton,20,0,,,
334,Usulut†n,20,0,,,
335,Santa Rosa,20,0,,,
336,Morales,20,0,,,
337,Billings,20,0,,,
338,San Miguel,20,0,,,
339,Sachse,640,0,,,
340,Puerto Barrios,40,0,,,
341,Barrio El Centro,20,0,,,
342,Beaumont,20,0,,,
343,Siguatepeque,20,0,,,
344,Port Arthur,20,0,,,
345,San Pedro Sula,20,0,,,
346,Villanueva,20,0,,,
347,Norman,20,0,,,
348,Lethbridge,20,0,,,
349,Oklahoma City,20,0,,,
350,MÇrida,20,0,,,
351,Comayagua,20,0,,,
352,Puerto CortÇs,40,0,,,
353,El Progreso,20,0,,,
354,El Viejo,20,0,,,
355,Chinandega,20,0,,,
356,Edmond,160,0,,,
357,Choluteca,20,0,,,
358,Belize City,20,0,,,
359,Tegucigalpa,20,0,,,
360,Le¢n,20,0,,,
361,Midnapore,80,0,,,
362,Calgary,20,0,,,
363,Chetumal,20,0,,,
364,Longview,20,0,,,
365,Aurora Business Park,160,0,,,
366,Lake Charles,20,0,,,
367,Managua,20,0,,,
368,Jinotepe,20,0,,,
369,Danli,20,0,,,
370,Esteli,20,0,,,
371,Masaya,20,0,,,
372,Tipitapa,20,0,,,
373,La Ceiba,20,0,,,
374,Granada,20,0,,,
375,Valladolid,20,0,,,
376,Jinotega,20,0,,,
377,Matagalpa,20,0,,,
378,Juticalpa,20,0,,,
379,Shreveport,20,0,,,
380,La Dalia,20,0,,,
381,Wiwil°,20,0,,,
382,Meadowview,80,0,,,
383,Wichita,20,0,,,
384,Juigalpa,20,0,,,
385,Tulsa,20,0,,,
386,Lafayette,20,0,,,
387,Barranca,20,0,,,
388,Waslala,20,0,,,
389,Red Deer,20,0,,,
390,Playa del Carmen,20,0,,,
391,San Miguel de Cozumel,20,0,,,
392,San JosÇ,20,0,,,
393,Siuna,20,0,,,
394,Canc£n,20,0,,,
395,Fort Smith,20,0,,,
396,Houma,20,0,,,
397,Baton Rouge,20,0,,,
398,Cartago,20,0,,,
399,Bluefields,20,0,,,
400,New Orleans,20,0,,,
401,Springdale,20,0,,,
402,Rogers,20,0,,,
403,Edmonton,20,0,,,
404,David,20,0,,,
405,Topeka,20,0,,,
406,Bilwi (Puerto Cabezas),20,0,,,
407,Little Rock,20,0,,,
408,Lawrence,20,0,,,
409,Lincoln,20,0,,,
410,Biloxi,160,0,,,
411,Kansas City,20,0,,,
412,Talara,20,0,,,
413,Springfield,20,0,,,
414,Santa Elena,40,0,,,
415,Paita,20,0,,,
416,Manta,20,0,,,
417,Omaha,20,0,,,
418,Sullana,20,0,,,
419,San AndrÇs,20,0,,,
420,Portoviejo,20,0,,,
421,Piura,20,0,,,
422,Tumbes,20,0,,,
423,Mobile,40,0,,,
424,Zarumilla,20,0,,,
425,Tambogrande,20,0,,,
426,Chone,20,0,,,
427,Guayaquil,20,0,,,
428,Chulucanas,20,0,,,
429,Daule,20,0,,,
430,Machala,20,0,,,
431,Balzar,20,0,,,
432,Sioux City,20,0,,,
433,Pinar del Rio,20,0,,,
434,Vinces,20,0,,,
435,Pasaje,20,0,,,
436,Pensacola,20,0,,,
437,Esmeraldas,20,0,,,
438,El Empalme,20,0,,,
439,Bismarck,20,0,,,
440,Milagro,20,0,,,
441,Lambayeque,40,0,,,
442,Chiclayo,20,0,,,
443,Memphis,20,0,,,
444,Babahoyo,20,0,,,
445,El Carmen,20,0,,,
446,San Jacinto de Buena Fe,20,0,,,
447,Quevedo,20,0,,,
448,Bartlett,80,0,,,
449,Sioux Falls,20,0,,,
450,Navarre,20,0,,,
451,Col¢n,80,0,,,
452,La Chorrera,20,0,,,
453,Cant¢n Santo Domingo de los Tsachilas,20,0,,,
454,Nuevo Arraij†n,40,0,,,
455,City of Loja,20,0,,,
456,Cuenca,40,0,,,
457,Regina,20,0,,,
458,Panama City,20,0,,,
459,Guaranda,20,0,,,
460,Sector 3,20,0,,,
461,Tumaco,20,0,,,
462,Saskatoon,20,0,,,
463,Riobamba,20,0,,,
464,Ambato,40,0,,,
465,Latacunga,40,0,,,
466,Trujillo,20,0,,,
467,Quito,20,0,,,
468,JaÇn,20,0,,,
469,Panama City,20,0,,,
470,Cutervo,20,0,,,
471,Tuscaloosa,20,0,,,
472,Tumbaco,640,0,,,
473,Havana,20,0,,,
474,Des Moines,20,0,,,
475,Otavalo,20,0,,,
476,Managua,20,0,,,
477,Bambamarca,20,0,,,
478,Cajamarca,20,0,,,
479,Ibarra,80,0,,,
480,Chimbote,20,0,,,
481,Ames,20,0,,,
482,Montgomery,20,0,,,
483,O?Fallon,320,0,,,
484,Chesterfield,320,0,,,
485,Tulc†n,20,0,,,
486,Birmingham,40,0,,,
487,St. Louis,40,0,,,
488,Ipiales,20,0,,,
489,Huamachuco,20,0,,,
490,Matanzas,40,0,,,
491,Belleville,20,0,,,
492,Pasto,20,0,,,
493,Tallahassee,40,0,,,
494,Barranca,20,0,,,
495,La Hormiga,20,0,,,
496,Nueva Loja,20,0,,,
497,El esfuerzo,20,0,,,
498,Huaraz,20,0,,,
499,Orito,20,0,,,
500,Bradenton,40,0,,,
501,Tampa,20,0,,,
502,Huntsville,20,0,,,
503,Cienfuegos,20,0,,,
504,Huacho,20,0,,,
505,Moyobamba,20,0,,,
506,Popay†n,20,0,,,
507,Cape Coral,20,0,,,
508,Naples,160,0,,,
509,Columbus,20,0,,,
510,Fargo,20,0,,,
511,Puerto As°s,20,0,,,
512,Cali,20,0,,,
513,Waterloo,20,0,,,
514,Jamund°,20,0,,,
515,Quibd¢,20,0,,,
516,Santander de Quilichao,20,0,,,
517,Iowa City,20,0,,,
518,Cedar Rapids,20,0,,,
519,Spring Hill,20,0,,,
520,Turbo,20,0,,,
521,Chigorod¢,20,0,,,
522,Huaral,20,0,,,
523,Santa Clara,20,0,,,
524,Palmira,20,0,,,
525,Springfield,20,0,,,
526,Buga,20,0,,,
527,Apartad¢,20,0,,,
528,Lima,20,0,,,
529,,20,0,,,
530,Nashville,20,0,,,
531,Tulu†,20,0,,,
532,Tarapoto,20,0,,,
533,Pitalito,20,0,,,
534,Lakeland,20,0,,,
535,Murfreesboro,20,0,,,
536,Yurimaguas,20,0,,,
537,Sancti Spiritus,20,0,,,
538,La Plata,20,0,,,
539,Pampa Limay,20,0,,,
540,Cartago,20,0,,,
541,Davenport,20,0,,,
542,Pereira,20,0,,,
543,Garz¢n,20,0,,,
544,Florencia,20,0,,,
545,Evansville,20,0,,,
546,Tierralta,20,0,,,
547,Armenia,20,0,,,
548,Homestead,2560,0,,,
549,Hu†nuco,40,0,,,
550,Peoria,20,0,,,
551,Saint Cloud,20,0,,,
552,Calarc†,20,0,,,
553,Eagan,160,0,,,
554,Minneapolis [Saint Paul],20,0,,,
555,Santa Rosa de Cabal,20,0,,,
556,Miami,20,0,,,
557,Montego Bay,20,0,,,
558,Cerro de Pasco,20,0,,,
559,Atlanta,20,0,,,
560,Tingo Mar°a,20,0,,,
561,Medell°n,20,0,,,
562,Caldas,20,0,,,
563,Monter°a,20,0,,,
564,Rochester,20,0,,,
565,Manizales,20,0,,,
566,Owensboro,20,0,,,
567,Kennesaw,20,0,,,
568,Orlando,20,0,,,
569,Ciego de ?vila,20,0,,,
570,Neiva,20,0,,,
571,CeretÇ,20,0,,,
572,Lorica,20,0,,,
573,Mandeville,40,0,,,
574,Rionegro,20,0,,,
575,IbaguÇ,20,0,,,
576,Bloomington,20,0,,,
577,Roswell,160,0,,,
578,Dubuque,20,0,,,
579,Planeta Rica,20,0,,,
580,Sanford,320,0,,,
581,Montel°bano,20,0,,,
582,May Pen,40,0,,,
583,Deltona,20,0,,,
584,Sahag£n,20,0,,,
585,Chincha Alta,20,0,,,
586,Cartagena,20,0,,,
587,Sincelejo,20,0,,,
588,Champaign,20,0,,,
589,Espinal,20,0,,,
590,Orange Park,160,0,,,
591,Port St. Lucie,160,0,,,
592,Caucasia,20,0,,,
593,San Vicente del Cagu†n,20,0,,,
594,Palm Bay,20,0,,,
595,Jacksonville,20,0,,,
596,Stuart,80,0,,,
597,Morroa,20,0,,,
598,Girardot,20,0,,,
599,Turbaco,20,0,,,
600,Kingston,20,0,,,
601,Cocoa,20,0,,,
602,San Marcos,20,0,,,
603,Arjona,20,0,,,
604,CamagÅey,20,0,,,
605,Palm Coast,20,0,,,
606,Daytona Beach,20,0,,,
607,La Crosse,20,0,,,
608,El Carmen de Bol°var,20,0,,,
609,La Dorada,20,0,,,
610,Jacksonville Beach,40,0,,,
611,Puerto Boyac†,20,0,,,
612,Ica,20,0,,,
613,Los Baldeon,20,0,,,
614,Parcona,20,0,,,
615,Fusagasug†,20,0,,,
616,Huancayo,20,0,,,
617,Facatativ†,20,0,,,
618,MaganguÇ,20,0,,,
619,Manzanillo,20,0,,,
620,Sabanalarga,20,0,,,
621,Bogota,20,0,,,
622,Pucallpa,20,0,,,
623,Pichanaki,20,0,,,
624,Louisville,20,0,,,
625,Winnipeg,20,0,,,
626,Barranquilla,20,0,,,
627,Bloomington,20,0,,,
628,Rockford,20,0,,,
629,Ch°a,40,0,,,
630,Nuevitas,20,0,,,
631,Zipaquir†,20,0,,,
632,Las Tunas,20,0,,,
633,Tiquisio,20,0,,,
634,Chicago,20,0,,,
635,Joliet,20,0,,,
636,Kankakee,20,0,,,
637,Madison,20,0,,,
638,Manuela,20,0,,,
639,Bayamo,20,0,,,
640,Knoxville,80,0,,,
641,Granada,20,0,,,
642,Chiquinquir†,20,0,,,
643,Janesville,20,0,,,
644,Batavia,1280,0,,,
645,Barrancabermeja,20,0,,,
646,Villavicencio,20,0,,,
647,CiÇnaga,20,0,,,
648,Elgin,640,0,,,
649,Fundaci¢n,20,0,,,
650,Lafayette,20,0,,,
651,Indianapolis,20,0,,,
652,Algonquin,20,0,,,
653,Playa Blanca,20,0,,,
654,Santa Marta,20,0,,,
655,Contramaestre,20,0,,,
656,Savannah,20,0,,,
657,12 de Diciembre,20,0,,,
658,Holgu°n,20,0,,,
659,Tunja,20,0,,,
660,Aguachica,20,0,,,
661,Palma Soriano,20,0,,,
662,Waukegan,320,0,,,
663,Ayacucho,20,0,,,
664,Santiago de Cuba,20,0,,,
665,Lexington,20,0,,,
666,Atalaya,20,0,,,
667,Oca§a,20,0,,,
668,Duluth,20,0,,,
669,Nassau,20,0,,,
670,Bucaramanga,20,0,,,
671,Duitama,20,0,,,
672,Piedecuesta,20,0,,,
673,Sogamoso,80,0,,,
674,Kenosha,20,0,,,
675,Milwaukee,20,0,,,
676,San JosÇ del Guaviare,20,0,,,
677,Racine,20,0,,,
678,Valledupar,20,0,,,
679,Florence,320,0,,,
680,Guantanamo,20,0,,,
681,Cincinnati,20,0,,,
682,Cruzeiro do Sul,20,0,,,
683,Pamplona,20,0,,,
684,Muncie,20,0,,,
685,North College Hill,160,0,,,
686,Columbia,40,0,,,
687,Yopal,20,0,,,
688,Oshkosh,20,0,,,
689,C£cuta,20,0,,,
690,Andahuaylas,80,0,,,
691,Villa del Rosario,80,0,,,
692,Riohacha,20,0,,,
693,South Bend,20,0,,,
694,Appleton,20,0,,,
695,Rubio,20,0,,,
696,Machiques,20,0,,,
697,San Crist¢bal,20,0,,,
698,Charleston,20,0,,,
699,San Juan de Col¢n,20,0,,,
700,Elkhart,20,0,,,
701,JÇrÇmie,20,0,,,
702,Dayton,20,0,,,
703,Villa del Rosario,20,0,,,
704,Abancay,20,0,,,
705,Baracoa,20,0,,,
706,Saravena,20,0,,,
707,Charlotte,20,0,,,
708,Manaure,20,0,,,
709,Fort Wayne,20,0,,,
710,Les Cayes,20,0,,,
711,Green Bay,20,0,,,
712,Maicao,20,0,,,
713,Santa B†rbara del Zulia,20,0,,,
714,Uribia,20,0,,,
715,El Vig°a,20,0,,,
716,La Concepci¢n,20,0,,,
717,Holland,20,0,,,
718,Kalamazoo,20,0,,,
719,Maracaibo,20,0,,,
720,Junain,20,0,,,
721,San Rafael del Mojan,20,0,,,
722,Santa Rita,40,0,,,
723,Cusco,20,0,,,
724,MÇrida,20,0,,,
725,Grand Rapids,20,0,,,
726,Cabimas,40,0,,,
727,Ciudad Ojeda,80,0,,,
728,Petit-GoÉve,20,0,,,
729,Columbus,20,0,,,
730,Anse-Ö-Galets,20,0,,,
731,Grand GoÉve,20,0,,,
732,Arauca,20,0,,,
733,Winston-Salem,20,0,,,
734,Socop¢,20,0,,,
735,LÇogÉne,20,0,,,
736,Jacmel,20,0,,,
737,Saint-Marc,20,0,,,
738,Ciudad Bolivia,20,0,,,
739,Port-de-Paix,20,0,,,
740,Gonaãves,20,0,,,
741,Port-au-Prince,20,0,,,
742,Greensboro,20,0,,,
743,Saint-Louis-du-Nord,20,0,,,
744,Valera,20,0,,,
745,Gros Morne,20,0,,,
746,Cabaret,20,0,,,
747,Dessalines,20,0,,,
748,Petite-Riviäre-de-l'Artibonite,20,0,,,
749,Lansing,20,0,,,
750,Sicuani,20,0,,,
751,Leticia,20,0,,,
752,Fayetteville,20,0,,,
753,Arequipa,20,0,,,
754,Toledo,20,0,,,
755,Saint Michel de l?Attalaye,20,0,,,
756,Barinas,20,0,,,
757,La Croix,20,0,,,
758,Bocon¢,20,0,,,
759,Mirebalais,20,0,,,
760,Cap-Haitien,20,0,,,
761,Hinche,20,0,,,
762,Roanoke,20,0,,,
763,Ann Arbor,40,0,,,
764,CharterˇTownship of Ypsilanti,40,0,,,
765,Carora,20,0,,,
766,Thomassique,20,0,,,
767,Punto Fijo,20,0,,,
768,Cary,40,0,,,
769,Ilo,20,0,,,
770,Detroit,20,0,,,
771,Guanare,20,0,,,
772,Durham,20,0,,,
773,Thunder Bay,20,0,,,
774,El Tocuyo,20,0,,,
775,Raleigh,20,0,,,
776,Ouanaminthe,20,0,,,
777,Flint,20,0,,,
778,Qu°bor,20,0,,,
779,Barahona,20,0,,,
780,San Juan de la Maguana,20,0,,,
781,Saginaw,20,0,,,
782,Coro,20,0,,,
783,Barquisimeto,20,0,,,
784,Lorain,1280,0,,,
785,Cabudare,40,0,,,
786,Acarigua,20,0,,,
787,Canton,20,0,,,
788,Juliaca,20,0,,,
789,Mao,20,0,,,
790,Cleveland,20,0,,,
791,Azua,20,0,,,
792,Yaritagua,20,0,,,
793,Akron,20,0,,,
794,Duaca,20,0,,,
795,Sabana de Parra,20,0,,,
796,Puno,20,0,,,
797,Santiago de los Caballeros,20,0,,,
798,Puerto Maldonado,20,0,,,
799,Ban°,20,0,,,
800,Tacna,20,0,,,
801,Puerto Plata,20,0,,,
802,Greenville,20,0,,,
803,La Vega,20,0,,,
804,Arica,20,0,,,
805,Moca,20,0,,,
806,Bonao,20,0,,,
807,Willemstad,80,0,,,
808,San Carlos,20,0,,,
809,Mar°n,20,0,,,
810,Cobija,20,0,,,
811,Ilave,20,0,,,
812,Sarnia,20,0,,,
813,San Crist¢bal,20,0,,,
814,Achaguas,20,0,,,
815,San Francisco de Macoris,20,0,,,
816,Santo Domingo,20,0,,,
817,Youngstown,40,0,,,
818,Tinaquillo,20,0,,,
819,Pittsburgh,20,0,,,
820,Center Township,20,0,,,
821,Valencia,20,0,,,
822,Iquique,20,0,,,
823,Puerto Ayacucho,20,0,,,
824,Puerto Cabello,20,0,,,
825,El Charal,20,0,,,
826,Rio Branco,20,0,,,
827,GÅigÅe,20,0,,,
828,Richmond,20,0,,,
829,Biruaca,20,0,,,
830,San Pedro de Macor°s,20,0,,,
831,San Fernando de Apure,20,0,,,
832,Mariara,20,0,,,
833,Maracay,20,0,,,
834,London,20,0,,,
835,Calabozo,20,0,,,
836,Santa Cruz,20,0,,,
837,Sault Ste. Marie,20,0,,,
838,Los Tanques,20,0,,,
839,La Romana,20,0,,,
840,Paya,20,0,,,
841,San Mateo,20,0,,,
842,San Juan de Los Morros,20,0,,,
843,Zuata,20,0,,,
844,Antofagasta,40,0,,,
845,La Victoria,20,0,,,
846,Erie,20,0,,,
847,Virginia Beach,20,0,,,
848,Los Pijiguaos,20,0,,,
849,El Alto [La Paz],20,0,,,
850,Newport News,20,0,,,
851,HigÅey,20,0,,,
852,Manassas,20,0,,,
853,Los Teques,40,0,,,
854,Catia La Mar,20,0,,,
855,Washington D.C.,20,0,,,
856,Dale City,20,0,,,
857,Caracas,20,0,,,
858,Ashburn,20,0,,,
859,Leesburg,20,0,,,
860,C£a,20,0,,,
861,Charallave,20,0,,,
862,Hagerstown,20,0,,,
863,Ocumare del Tuy,20,0,,,
864,Santa Teresa del Tuy,20,0,,,
865,Kitchener,20,0,,,
866,Brantford,20,0,,,
867,Frederick,20,0,,,
868,Caranavi,20,0,,,
869,Guarenas,20,0,,,
870,Cambridge,20,0,,,
871,Fairland,640,0,,,
872,Altagracia de Orituco,20,0,,,
873,Guelph,20,0,,,
